bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
35455,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,Rob Williams,3.94,1593077114,9781590000000.0,English,128,518.0,23,27-02-2007,Dark Horse,"Family, Family Drama, Historical, War","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Emotional,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,star wars: rebellion  vol. 1: my brother  my enemy,robwilliams
35456,Star Wars: Empire  Volume 1: Betrayal,Scott Allie,3.82,1569719640,9781570000000.0,English,96,621.0,32,05-08-2003,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Empire  Volume 1: Betrayal,star wars: empire  volume 1: betrayal,scottallie
35458,Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover,4.14,345428838,9780350000000.0,English,418,11804.0,671,02-04-2005,Lucas Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Revenge of the Sith (Star Wars: Novelizations  #3),revenge of the sith (star wars: novelizations  #3),matthewwoodringstover
35459,Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton,4.21,756611296,9780760000000.0,English,32,100.0,4,02-04-2005,DK Children,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Star Wars:  Revenge of the Sith Incredible Cross-Sections,star wars:  revenge of the sith incredible cross-sections,curtissaxton
35460,Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman,3.78,1593075677,9781590000000.0,English,88,176.0,10,23-08-2006,Dark Horse Books,"Adventure, Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Travel, risk, and unfamiliar places push the characters to adapt, forcing them to rely on courage and quick decisions. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Adventurous,Star Wars: Clone Wars Adventures  Volume 6,star wars: clone wars adventures  volume 6,whadenblackman
35462,Star Wars: Empire  Volume 5: Allies and Adversaries,Ron Marz,3.51,1593074662,9781590000000.0,English,120,135.0,9,28-02-2006,Dark Horse Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Star Wars: Empire  Volume 5: Allies and Adversaries,star wars: empire  volume 5: allies and adversaries,ronmarz
35465,Yoda: Dark Rendezvous,Sean Stewart,3.88,345463099,9780350000000.0,English,329,3972.0,116,23-11-2004,Del Rey,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Yoda: Dark Rendezvous,yoda: dark rendezvous,seanstewart
35474,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,4.04,1401302335,9781400000000.0,English,272,351.0,78,11-07-2006,Hachette Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,not a genuine black man: or  how i claimed my piece of ground in the lily-white suburbs,briancopeland
35475,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,4.53,933121261,9780930000000.0,English,442,185.0,8,22-11-1996,Black Classic Press,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Emotional,Black Man of the Nile and His Family,black man of the nile and his family,yosefaaben-jochannan
35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk,4.13,803283857,9780800000000.0,English,270,10390.0,447,01-11-2004,Bison Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,black elk speaks: being the life story of a holy man of the oglala sioux,blackelk
